-0.4326,1.5593
-1.6656,-0.9314
0.1253,0.3701
0.2877,-0.0486
-1.1465,1.3555
1.1909,0.9079
1.1892,-0.1508
-0.0376,-1.6680
0.3273,1.1134
0.1746,-0.1916
-0.1867,0.3999
0.7258,1.0113
-0.5883,1.4612
2.1832,0.8252
-0.1364,-1.1214
0.1139,-0.3266
1.0668,1.5085
0.0593,1.4442
-0.0956,-0.3108
-0.8323,1.3636
0.2944,-1.5315
-1.3362,-0.5097
0.7143,1.0848
1.6236,-1.6979
-0.6918,-1.2509
0.8580,-1.0297
1.2540,-1.0437
-1.5937,0.3595
-1.4410,-0.7892
0.5711,-1.0433
-0.3999,-1.6791
0.6900,0.8549
0.8156,-0.1902
0.7119,1.4958
1.2902,-0.1178
0.6686,-0.2818
1.1908,1.1993
-1.2025,0.0871
-0.0198,-1.0301
-0.1567,0.5963
-1.6041,1.1713
0.2573,-1.6640
-1.0565,0.6280
1.4151,-0.4175
-0.8051,1.1494
0.5287,0.0097
0.2193,0.7256
-0.9219,-0.2463
-2.1707,-0.6768
-0.0592,-1.0751
-1.0106,-1.0620
0.6145,0.6312
0.5077,-0.6832
1.6924,0.1444
0.5913,-1.2094
-0.6436,0.6855
0.3803,-0.4213
-1.0091,1.2471
-0.0195,1.2251
-0.0482,0.3241
0.0000,-0.0119
-0.3179,1.3848
1.0950,1.1142
-1.8740,0.5020
0.4282,1.1015
0.8956,0.5550
0.7310,-0.5474
0.5779,-0.7284
0.0403,-0.5501
0.6771,0.1181
0.5689,0.7867
-0.2556,-0.6606
-0.3775,1.1726
-0.2959,0.2358
-1.4751,-0.4489
-0.2340,0.7023
0.1184,0.1613
0.3148,-0.1909
1.4435,0.6740
-0.3510,0.4202
0.6232,1.0213
0.7990,1.5826
0.9409,0.0783
-0.9921,1.3169
0.2120,-1.1329
0.2379,1.6619
-1.0078,-0.7917
-0.7420,-0.8580
1.0823,1.3016
-0.1315,0.8221
0.3899,-1.2591
0.0880,-1.6913
-0.6355,1.3645
-0.5596,-1.0422
0.4437,-0.6972
-0.9499,0.5593
0.7812,-0.7468
0.5690,-0.1066
-0.8217,-1.5076
-0.2656,1.6916
-1.1878,0.2868
-2.2023,-0.2650
0.9863,0.0537
-0.5186,-0.5752
0.3274,-0.2324
0.2341,-0.9493
0.0215,0.2765
-1.0039,0.9019
-0.9471,0.1033
-0.3744,0.4868
-1.1859,-1.0078
-1.0559,-0.4163
1.4725,0.9815
0.0557,0.6265
-1.2173,-0.1348
-0.0412,0.2350
-1.1283,1.0192
-1.3493,-1.5270
-0.2611,0.3563
0.9535,-1.5579
0.1286,-0.2932
0.6565,-0.6755
-1.1678,1.2968
-0.4606,-1.6801
-0.2624,0.9282
-1.2132,1.6311
-1.3194,1.6977
0.9312,1.0006
0.0112,-0.2125
-0.6451,-0.0058
0.8057,-0.9909
0.2316,0.4971
-0.9898,-0.6234
1.3396,1.5938
0.2895,0.7851
1.4789,-0.3050
1.1380,0.8472
-0.6841,-0.8039
-1.2919,-0.2081
-0.0729,1.5013
-0.3306,0.6351
-0.8436,-0.9957
0.4978,1.1752
1.4885,0.4461
-0.5465,-1.2686
-0.8468,-1.0145
-0.2463,0.3713
0.6630,0.4499
-0.8542,-0.4487
-1.2013,0.2603
-0.1199,-0.1683
-0.0653,-1.5800
0.4853,-1.6379
-0.5955,-0.6489
-0.1497,-1.6875
-0.4348,-0.4019
-0.0793,0.6343
1.5352,-1.4104
-0.6065,-1.6096
-1.3474,0.3893
0.4694,0.3760
-0.9036,-1.6775
0.0359,-1.6754
-0.6275,-1.0736
0.5354,0.3011
0.5529,-1.5326
-0.2037,-0.4588
-2.0543,0.4554
0.1326,0.7539
1.5929,0.6674
1.0184,-1.4408
-1.5804,-0.1581
-0.0787,-0.2015
-0.6817,-0.5084
-1.0246,-1.1999
-1.2344,0.6085
0.2888,0.6901
-0.4293,0.7881
0.0558,-0.0749
-0.3679,0.1900
-0.4650,-1.3127
0.3710,-0.1706
0.7283,0.7478
2.1122,1.3608
-1.3573,-0.7860
-1.0226,-0.8495
1.0378,1.2665
-0.3898,-0.9272
-1.3813,1.0561
0.3155,1.4147
1.5532,-0.9287
0.7079,-0.9030
1.9574,-1.5597
0.5045,-1.4605
1.8645,0.4878
-0.3398,-1.0708
-1.1398,1.1912
-0.2111,-1.1296
1.1902,-1.1404
-1.1162,1.7123
0.6353,-0.2086
-0.6014,-0.5541
0.5512,-0.6436
-1.0998,-0.4674
0.0860,-0.3698
-2.0046,0.3171
-0.4931,-1.3172
0.4620,-1.6000
-0.3210,-0.1434
1.2366,1.2813
-0.6313,1.5042
-2.3252,-0.8160
-1.2316,-1.1768
1.0556,1.2916
-0.1132,-0.9080
0.3792,0.5052
0.9442,1.6173
-2.1204,0.5713
-0.6447,1.2830
-0.7043,-1.6977
-1.0181,-1.2574
-0.1821,1.1042
1.5210,-0.2419
-0.0384,1.3521
1.2274,0.8137
-0.6962,0.6489
0.0075,-0.5331
-0.7829,-1.1569
0.5869,-1.1930
-0.2512,-1.0700
0.4801,-0.2686
0.6682,1.2331
-0.0783,-0.0338
0.8892,1.0944
2.3093,-0.1359
0.5246,-0.1477
-0.0118,-0.1708
0.9131,-0.3041
0.0559,1.3912
-1.1071,-1.7127
0.4855,-0.7018
-0.0050,-1.5617
-0.2762,0.6692
1.2765,0.5200
1.8634,1.6731
-0.5226,0.1825
0.1034,-0.3462
-0.8076,-1.0434
0.6804,0.4337
-2.3646,0.8084
0.9901,-0.4299
0.2189,-1.6978
0.2617,-0.2776
1.2134,0.8787
-0.2747,1.0180
-0.1331,1.4548
-1.2705,1.1942
-1.6636,-0.4581
-0.7036,0.4185
0.2809,0.8012
-0.5412,-1.0604
-1.3335,1.4023
1.0727,0.2397
-0.7121,0.4565
-0.0113,-0.9200
-0.0008,0.1690
-0.2494,1.4950
0.3966,-0.5709
-0.2640,0.5388
-1.6640,-0.3745
-1.0290,0.4410
0.2431,0.6896
-1.2566,-0.3562
-0.3472,-0.2992
-0.9414,0.5377
-1.1746,1.1694
-1.0211,-0.4448
-0.4017,-0.2589
0.1737,0.3279
-0.1161,0.2277
1.0641,0.7501
-0.2454,0.0392
-1.5175,0.9575
0.0097,-0.0369
0.0714,-1.0881
0.3165,0.6950
0.4998,1.6722
1.2781,1.0622
-0.5478,0.7052
0.2608,-0.0521
-0.0132,-1.3350
-0.5803,0.5711
2.1363,-0.4664
-0.2576,-1.2469
