-0.4543,-0.1905
-0.3254,-0.0374
-0.3525,-0.2385
-0.2526,-0.2292
-0.5227,-0.0663
-0.5387,0.0754
-0.2480,-0.0905
-0.3670,0.1364
-0.3405,0.0935
-0.2538,-0.0735
-0.2495,-0.1401
-0.2639,-0.1768
-0.2245,-0.3196
-0.2899,-0.1888
-0.5015,-0.0203
-0.3108,-0.0593
0.5620,-0.3816
0.4898,-0.0922
0.5829,-0.1505
0.5783,-0.0391
0.5348,-0.0250
0.6990,-0.0957
0.7702,0.1818
0.7886,-0.0376
0.6919,-0.1746
0.5943,-0.2517
0.6491,-0.2084
0.6292,-0.1596
0.6454,-0.1061
0.7222,-0.1430
0.9073,-0.0843
0.6773,-0.0405
0.6196,-0.2693
0.5704,-0.2811
-0.5119,-0.0566
-0.3985,-0.3789
-0.4705,-0.1637
-0.4113,-0.2042
-0.3696,-0.0460
-0.5496,0.1425
-0.2560,0.1126
-0.4070,0.1953
-0.3773,-0.0995
-0.3766,0.0532
-0.3248,-0.1773
-0.4542,-0.2674
-0.2520,-0.0705
-0.4368,-0.2801
-0.2877,-0.1374
-0.1537,-0.0184
0.6499,-0.2431
0.5485,-0.2091
0.6290,-0.1132
0.4573,-0.1119
0.5939,-0.1146
0.6461,-0.0413
0.6852,-0.0177
0.6660,-0.2069
0.6438,-0.1030
0.7216,-0.1462
0.7821,0.0181
0.6574,-0.1654
0.4942,-0.0630
0.6992,-0.1899
0.8030,-0.1010
0.5731,-0.3399
0.3443,-0.1075
0.6956,-0.3008
-0.4168,-0.2988
-0.6275,-0.2123
-0.5185,-0.1653
-0.3484,-0.0624
-0.5146,-0.0826
-0.4510,0.0553
-0.3424,0.1525
-0.3305,0.0728
-0.3526,-0.1766
-0.4178,0.0052
-0.2228,-0.1331
-0.2292,-0.2255
-0.2480,-0.3354
-0.1324,-0.0846
-0.3727,-0.2758
-0.3484,-0.0317
0.7174,-0.1805
0.5872,-0.2839
0.7124,-0.3818
0.7472,-0.1916
0.6763,-0.1927
0.7590,0.1718
0.7424,-0.0602
0.7538,-0.0571
0.6735,-0.0402
0.7276,-0.1510
0.5996,-0.2488
0.8765,-0.1024
0.6202,-0.1557
0.5798,-0.0257
0.5948,-0.0460
0.7670,-0.2846
0.6734,-0.3075
0.6848,-0.2303
-0.3172,-0.3849
-0.4513,-0.1475
-0.3024,-0.1552
-0.4483,-0.0761
-0.3767,-0.0590
-0.5969,0.1198
-0.3254,0.0002
-0.3749,0.1139
-0.3752,0.1205
-0.5152,-0.0634
-0.4749,-0.0675
-0.3073,-0.2756
-0.3433,-0.2582
-0.4945,-0.3384
-0.4591,-0.2048
-0.2563,-0.0495
0.6021,-0.4371
0.5811,-0.4081
0.6619,-0.2023
0.7173,-0.1824
0.4760,-0.2189
0.8262,0.0699
0.7171,-0.0287
0.7064,0.0505
0.9079,0.2367
0.7932,-0.1053
0.6756,-0.0713
0.6593,-0.2968
0.5723,-0.0411
0.5625,-0.1439
0.7655,-0.0006
0.6768,-0.0629
0.3471,-0.2230
0.5810,-0.2589
-0.3667,-0.1363
-0.3655,-0.0400
-0.4738,-0.0927
-0.5235,-0.1787
-0.4206,-0.0998
-0.4794,-0.0741
-0.2850,-0.0108
-0.5221,0.2128
-0.2498,0.1053
-0.1419,-0.0881
-0.2206,0.0053
-0.2465,-0.1443
