0.0553,-0.1027
0.0007,-0.0192
-0.0628,0.0753
-0.0249,-0.0802
-0.0905,-0.0512
-0.0658,-0.0206
-0.0834,-0.1157
-0.0084,0.9377
-0.2055,0.9363
-0.2456,0.9533
-0.4491,0.9181
-0.5009,0.9540
-0.5720,0.7766
-0.6579,0.6765
-0.7066,0.6296
-0.8251,0.5151
-0.8877,0.3705
-0.9127,0.3312
-1.0070,-0.0195
-1.0333,-0.1984
-0.9108,-0.3835
-0.9748,-0.6187
-0.9889,-0.7142
-0.8990,-0.8729
-0.7515,-0.8508
-0.5688,-1.0116
-0.4667,-0.9809
-0.3279,-0.9798
-0.1126,-0.9530
-0.0933,-0.9152
0.1652,-0.8421
0.3526,-0.8523
0.4886,-0.9486
0.5841,-0.9875
0.6737,-0.9586
0.8672,-0.8116
0.9089,-0.7657
1.0347,-0.4612
0.9142,-0.3854
0.9045,-0.1237
0.9404,-0.0425
0.9373,0.2436
1.0035,0.2834
0.8517,0.4555
0.7728,0.6649
0.6592,0.7473
0.5185,0.8168
0.3813,0.8276
0.3072,0.8881
0.2266,0.9345
0.0775,0.8980
-0.7734,0.7203
-0.7701,0.5484
-0.8514,0.0430
-0.8770,0.3997
0.7650,0.8993
0.8991,0.5534
0.8657,0.3035
0.0119,-0.1003
0.0136,-0.1557
0.0388,-0.0082
-0.1028,0.0144
0.0153,-0.0842
-0.0571,-0.0331
-0.0606,-0.0770
-0.0373,0.8789
-0.1147,0.9217
-0.2694,1.0461
-0.3728,0.9664
-0.4943,0.9674
-0.5686,0.9491
-0.5571,0.7580
-0.6924,0.6251
-0.7861,0.5418
-0.9005,0.3097
-0.8303,0.2775
-0.8585,-0.0202
-0.9460,-0.2363
-0.9025,-0.4104
-0.8649,-0.6811
-0.8970,-0.7180
-0.8672,-0.8320
-0.7627,-0.8770
-0.5476,-0.9080
-0.5274,-0.8795
-0.3847,-0.9152
-0.1394,-0.9052
-0.0744,-0.9742
0.1773,-0.9641
0.4455,-0.9132
0.5537,-1.0125
0.7213,-1.0747
0.8112,-0.9626
0.7713,-0.8451
0.8439,-0.6172
0.9627,-0.4978
0.9614,-0.2359
0.9365,-0.2000
1.0096,-0.0207
0.9547,0.1540
0.9863,0.3076
